Directory,Filename,Part Identifier,Description,Distrib,P/N,USD,QTY,$402.86,Manufacturer,Notes,URL,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-COMPOSITE-CON.AD_PRT,EL-COMPOSITE-CON,Composite connector- for Raspberry Pi,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-CONN-RECT-2.54MM-8x2PIN.AD_PRT,EL-CONN-RECT-2.54MM-1PIN,Male rectangular 8x2 breakaway male headers,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-CONN-RECT-2.54MM-1x18PIN.AD_PRT,EL-CONN-RECT-2.54MM-1x18PIN,Male rectangular 1x18 breakaway male headers,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./ADxxxx - Assemblies:,EL-CONN-RECT-2.54MM-1x16PIN.AD_PRT,EL-CONN-RECT-2.54MM-1x16PIN,Male rectangular 1x16 breakaway male headers,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-CONNF-RECT-2.54MM-1x18PIN.AD_PRT,EL-CONNF-RECT-2.54MM-1x18PIN.,Female rectangular 1x18 pin connector,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-ENCODER.AD_PRT,EL-ENCODER,Rotary encoder (Bourns PEC11 or equivalent),Adafruit,,$4.50,1,4.5,Bourns,For front panel control,http://www.adafruit.com/products/377,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-HDMI-FCI-10029449-001RLF.AD_PRT,EL-HDMI-FCI-10029449-001RLF,HDMI connector (low-res),Digikey,,$1.28,1,1.28,FCI,CAD Only,http://www.digikey.com/product-detail/en/10029449-001RLF/609-1010-1-ND/1002823,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-JST-S2B-PH-SM4-TB.AD_PRT,EL-JST-S2B-PH-SM4-TB,JST PH connector- 2.0mm- SMT- right angle- 2-pin,Digikey,S2B-PH-SM4-TB,$0.56,,0,JST,CAD Only,http://www.digikey.com/product-detail/en/S2B-PH-SM4-TB%28LF%29%28SN%29/455-1749-1-ND/926846,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-JST-S3B-PH-SM4-TB.AD_PRT (TODO: RENAME),EL-JST-S4B-PH-SM3-TB,JST PH connector- 2.0mm- SMT- right angle- 3-pin,Digikey,S3B-PH-SM4-TB,$0.65,,0,JST,CAD Only,http://www.digikey.com/product-detail/en/S3B-PH-SM4-TB%28LF%29%28SN%29/455-1750-1-ND/926847,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-JST-S4B-PH-SM4-TB.AD_PRT,EL-JST-S4B-PH-SM4-TB,JST PH connector- 2.0mm- SMT- right angle- 4-pin,Digikey,S4B-PH-SM4-TB,$0.75,,0,JST,CAD Only,http://www.digikey.com/product-detail/en/S4B-PH-SM4-TB%28LF%29%28SN%29/455-1751-1-ND/926848,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-LCD-16X2.AD_PRT,EL-LCD-16X2,Character LCD- 16x2 characters,Adafruit,,$13.95,1,13.95,????,For front panel control,http://www.adafruit.com/products/399,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-MOLEX-MINIFIT-RA-6POS.AD_PRT,EL-MOLEX-MINIFIT-RA-6POS,,,,,,,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-PIEZO.AD_PRT,EL-PIEZO,Piezo transducer- TDK PS1240 or equivalent,Adafruit,,$1.50,1,1.5,TDK,CAD Only,http://www.adafruit.com/products/160,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-PWR-DC12V-240W.AD_PRT,EL-PWR-DC12V-240W,Power supply- 12V brick,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-RASPI-CAM.AD_PRT,EL-RASPI-CAM,Raspberry Pi camera module,Element14,,$25.00,1,25,,,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-RASPI-MODELB-PLUS.AD_ASM,EL-RASPI-MODELB-PLUS,Raspberry Pi Model B+,Element14,,$35.00,1,35,,,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-RASPI-MODELB.AD_PRT,EL-RASPI-MODELB,Raspberry Pi Model B,,,,,0,,Reference only.  Use B+,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SAMTEC-HLE-120-02-F-DV-BE.AD_PRT,EL-SAMTEC-HLE-120-02-F-DV-BE,Raspberry Pi Model B+ HAT connector,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SFW15R-1STE1LF.AD_PRT,EL-SFW15R-1STE1LF,Flat-flex connector for 15-pin CSI connector,Digikey,,$0.83,2,1.66,FCI,CAD Only,http://www.digikey.com/product-detail/en/SFW15R-1STE1LF/609-1905-1-ND/1003188,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-STEPSTICK.AD_PRT,EL-STEPSTICK,Stepper driver module,Robot Digg,120,$4.00,3,12,,,http://www.robotdigg.com/product/120/A4988-stepper-driver,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SUNNY-P5V04A.AD_PRT,EL-SUNNY-P5V04A,Camera module used on Raspberry Pi,,,,,0,,CAD Only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SW-PUSH-16MM-RED.AD_PRT,EL-SW-PUSH-16MM-RED,Pushbutton- 16mm w/red LED from adafruit,Adafruit,,$1.50,1,1.5,??,For front panel control,http://www.adafruit.com/products/1439,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SW-ROCK-18MM-WASHER.AD_PRT,EL-SW-ROCK-18MM-WASHER,Rocker switch- 18mm- washer,,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SW-ROCK-18MM.AD_PRT,EL-SW-ROCK-18MM,Rocker switch- 18mm,Digikey,,,,0,,,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-USB-MICRO.AD_PRT,EL-USB-MICRO,USB connector- micro B,,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-USB-MINI-B.AD_PRT,EL-USB-MINI-B,USB connector- mini B,,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-USB.AD_PRT,EL-USB,USB connector- dual- for raspberry pi,,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-USB2.AD_PRT,EL-USB2,USB connector- dual- for raspberry pi (pretty sure this is a dupe of above),,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-VISHAY-TCST2103.AD_PRT,EL-VISHAY-TCST2103,Opto-interruptor for endstop,,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-WS2812.AD_PRT,EL-WS2812,Multicolor LED,,,,,0,,CAD only,,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SDCARD-MICRO.AD_PRT,EL-SDCARD-MICRO,Micro SD card- for Raspberry Pi,Amazon,,$7.97,1,7.97,Sandisk,Raspberry Pi,http://www.amazon.com/dp/B00812K4V4/ref=pe_385040_30332190_TE_M3T1_ST1_dp_2,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-WIFI-USB.AD_PRT,EL-WIFI-USB,WiFi for Raspberry Pi,Amazon,,$9.99,1,9.99,Edimax,Raspberry Pi,http://www.amazon.com/Edimax-EW-7811Un-Wireless-Adapter-Wizard/dp/B003MTTJOY/ref=sr_1_1?ie=UTF8&qid=1403902309&sr=8-1&keywords=edimax+wifi,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-CABLE-HDMI-900MM,EL-CABLE-HDMI-900MM,HDMI cable (Camera interface),Amazon,,$5.99,1,5.99,,For RasPi camera extender,http://www.amazon.com/AmazonBasics-High-Speed-HDMI-Cable-Meters/dp/B003L1ZYYM/ref=sr_1_2?ie=UTF8&qid=1403903622&sr=8-2&keywords=hdmi+cable,,,,,,,,,,,,,,
./EL-xxxx - Electronic Components:,EL-SWITCH-LIMIT,EL-SWITCH-LIMIT,Limit switch,RobotDigg,141,$2.70,1,2.7,,Z touch probe,http://robotdigg.com/product/141/Endstop--Snap-Action-Limit-Switch-SS-5GL,,,,,,,,,,,,,,
./EM-xxxx - Electromechanical:,EM-ST08-HOLLOW.AD_PRT,EM-ST08-HOLLOW,NEMA 8 stepper motor- hollow shaft,RobotDigg,43,$23.00,1,23,RobotDigg,SMT nozzle rotation axis,http://robotdigg.com/product/43/Nema8-Hollow-Shaft-Stepper-Motor,,,,,,,,,,,,,,
./EM-xxxx - Electromechanical:,EM-ST14-DUALSHAFT.AD_PRT,EM-ST14-DUALSHAFT,NEMA 14 stepper motor- dual-shaft,,,,,0,,Optional- if you can find them- instead of the NEMA 14 single shaft,,,,,,,,,,,,,,,
./EM-xxxx - Electromechanical:,EM-ST14.AD_PRT,EM-ST14,NEMA 14 stepper motor,RobotDigg,,$6.80,2,13.6,,For full-auto 8mm feeders,http://www.robotdigg.com/product/28/NEMA14-34mm-0.8A-or-1.25A-stepper-motor,,,,,,,,,,,,,,
./EM-xxxx - Electromechanical:,EM-ST17-HT.AD_PRT,EM-ST17-HT,NEMA 17 stepper motor- high-torque,RobotDigg,0,,,0,,Optional for Delta assembly.  Use either 3x of these OR the low torque versions.,,,,,,,,,,,,,,,
